"Bel Air Helicopters",\N,"","BEH","BLUECOPTER","Denmark"
"Belavia Belarusian Airlines",\N,"B2","BRU","BELARUS AVIA","Belarus"
"Belgavia",\N,"","BLG","BELGAVIA","Belgium"
"Belgian Air Force",\N,"","BAF","BELGIAN AIRFORCE","Belgium"
"Belgian Army",\N,"","AYB","BELGIAN ARMY","Belgium"
"Belgian Navy",\N,"","NYB","BELGIAN NAVY","Belgium"
"Belgorod Aviation Enterprise",\N,"","BED","BELOGORYE","Russia"
"Belle Air",\N,"","LBY","ALBAN-BELLE","Albania"
"Bellesavia",\N,"","BLC","BELLESAVIA","Belarus"
"Bell Helicopter Textron",\N,"","TXB","TEXTRON","Canada"
"Bel Limited",\N,"","FOS","","Russia"
"Bellview Airlines",\N,"B3","BLV","BELLVIEW AIRLINES","Nigeria"
"Bellview Airlines",\N,"","BVU"," Sierra Leone",""
"Bemidji Airlines",\N,"CH","BMJ","BEMIDJI","United States"
"Benair",\N,"","HAX","SCOOP","Norway"
"Benane Aviation Corporation",\N,"","BNV","BENANE","Mauritania"
"Benders Air",\N,"","PEB","PALEMA","Sweden"
"Benina Air",\N,"","BNE","BENINA AIR","Libya"
"Benin Golf Air",\N,"A8","BGL","BENIN GOLF","Benin"
"Benin Littoral Airways",\N,"","LTL","LITTORAL","Benin"
"Bentiu Air Transport",\N,"","BNT","BENTIU AIR","Sudan"
"Bergen Air Transport",\N,"","BGT","BERGEN AIR","Norway"
"Bering Air",\N,"8E","BRG","BERING AIR","United States"
"Berjaya Air",\N,"J8","BVT","BERJAYA","Malaysia"
"Berkhut ZK",\N,"","BPK","VENERA","Kazakhstan"
"Berkut Air",\N,"","BEK","BERKUT","Kazakhstan"
"Berry Aviation",\N,"","BYA","BERRY","United States"
"Berytos Airlines",\N,"","BYR","","Lebanon"
"Best Aero Handling Ltd",\N,"","BAX","","Russia"
"Best Air",\N,"","BST","TUNCA","Turkey"
"Best Aviation Ltd",\N,"","BEA","BEST AIR","Bangladesh"
"BETA - Brazilian Express Transportes Aereos",\N,"","BET","BETA CARGO","Brazil"
"BEX",\N,\N,\N,\N,\N
"BF-Lento OY",\N,"","BKF","BAKERFLIGHT","Finland"
"BGB Air",\N,"","POI","BOJBAN","Kazakhstan"
"B&H Airlines",\N,"JA","BON","Air Bosna","Bosnia and Herzegovina"
"BH Air",\N,"","BGH","BALKAN HOLIDAYS","Bulgaria"
"Bhoja Airlines",\N,"","BHO","BHOJA","Pakistan"
"Bighorn Airways",\N,"","BHR","BIGHORN AIR","United States"
"Big Island Air",\N,"","BIG","BIG ISLE","United States"
"Big Sky Airlines",\N,"GQ","BSY","BIG SKY","United States"
"Billund Air Center",\N,"","BIL","BILAIR","Denmark"
"Biman Bangladesh Airlines",\N,"BG","BBC","BANGLADESH","Bangladesh"
"Biman - Bangladesh Airlines",\N,\N,\N,\N,\N
"Binair",\N,"","BID","BINAIR","Germany"
"Binter Canarias",\N,"NT","IBB","","Spain"
"Bird Leasing",\N,"","BIR","BIRD AIR","United States"
"Bismillah Airlines",\N,"5Z","BML","BISMILLAH","Bangladesh"
"Bissau Aero Transporte",\N,"","BSS","BISSAU AIRSYSTEM","Guinea-Bissau"
"Bissau Airlines",\N,"","BAU","AIR BISSAU","Guinea-Bissau"
"Bissau Discovery Flying Club",\N,"","BDF","BISSAU DISCOVERY","Guinea-Bissau"
"Bistair - Fez",\N,"","BSC","BIG SHOT","Kyrgyzstan"
"Bizair Fluggesellschaft",\N,"","BZA","BERLIN BEAR","Germany"
"Biz Jet Charter",\N,"","VLX","AVOLAR","United States"
"Bizjet Ltd",\N,"","BIZ","BIZZ","United Kingdom"
"BKS Air (Rivaflecha)",\N,"","CKM","COSMOS","Spain"
"Blackhawk Airways",\N,"","BAK","BLACKHAWK","United States"
"Blom Geomatics",\N,"","LED","SWEEPER","Norway"
"Blue1",\N,"KF","BLF","BLUEFIN","Finland"
"Blue1",\N,\N,\N,\N,\N
"Blue Airlines",\N,"","BUL","BLUE AIRLINES","Democratic Republic of the Congo"
"Blue Air",\N,"0B","JOR","BLUE TRANSPORT","Romania"
"Blue Airways",\N,"","BLM","BLUE ARMENIA","Armenia"
"Blue Bird Aviation",\N,"","BBZ","COBRA","Kenya"
"Blue Bird Aviation",\N,"","BLB","BLUEBIRD SUDAN","Sudan"
"Bluebird Cargo",\N,"BF","BBD","BLUE CARGO","Iceland"
"Blue Chip Jet",\N,"","VOL","BLUE SPEED","Sweden"
"Blue Dart Aviation",\N,"BZ","BDA","BLUE DART","India"
"Blue Horizon Travel Club",\N,"","BLH","BLUE HORIZON","United States"
"Blue Islands",\N,"","BCI","BLUE ISLAND","United Kingdom"
"Blue Jet",\N,"","BLJ","BLUEWAY","Spain"
"Blue Line",\N,"","BLE","BLUE BERRY","France"
"Blue Nile Ethiopia Trading",\N,"","BNL","NILE TRADING","Ethiopia"
"Blue Panorama Airlines",\N,"BV","BPA","BLUE PANOROMA","Italy"
"Blue Sky Airways",\N,"","BSW","SKY BLUE","Czech Republic"
"Blue Sky Aviation",\N,"","BSM","","Lebanon"
"Blue Star Airlines",\N,"","BSD","AIRLINES STAR","Mexico"
"Blue Swann Aviation",\N,"","BSJ","BLUE SWANN","United Kingdom"
"Blue Wing Airlines",\N,"","BWI","BLUE TAIL","Suriname"
"Blue Wings",\N,"QW","BWG","BLUE WINGS","Germany"
"bmibaby",\N,"WW","BMI","BABY","United Kingdom"
"bmi","bmi British Midland","BD","BMA","MIDLAND","United Kingdom"
"BMW",\N,"","BMW","BMW-FLIGHT","Germany"
"BN Group Limited",\N,"","BNG","VECTIS","United Kingdom"
"Boeing",\N,"","BOE","BOEING","United States"
"Boise Interagency Fire Center",\N,"","BIN","BISON-AIR","United States"
"Bombardier Business Jet Solutions",\N,"","LXJ","FLEXJET","United States"
"Bombardier",\N,"","BFO","BOMBARDIER","Canada"
"Bonair Aviation",\N,"","BNR","BONAIR","Canada"
"Bond Air Services",\N,"","BOD","UGABOND","Uganda"
"Bond Air Services",\N,"","RHD","RED HEAD","United Kingdom"
"Bond Aviation",\N,"","EBA","BOND AVIATION","Italy"
"Bond Offshore Helicopters",\N,"","BND","BOND","United Kingdom"
"Boniair",\N,"","BOA","KUMANOVO","Macedonia"
"Bonus Aviation",\N,"","BPT","BONUS","United Kingdom"
"Bonyad Airlines",\N,"","IRJ","BONYAD AIR","Iran"
"Bookajet Limited",\N,"","BOO","BOOKAJET","United Kingdom"
"Bordaire",\N,"","BOF","BORDAIR","Canada"
"Boscombe Down DERA (Formation)",\N,"","RRS","BLACKBOX","United Kingdom"
"Boskovic Air Charters Limited",\N,"","ZBA","BOSKY","Kenya"
"Bosphorus European Airways",\N,"","BHY","BOSPHORUS","Turkey"
"Boston-Maine Airways",\N,"E9","CXS","CLIPPER CONNECTION","United States"
"Botir-Avia",\N,"","BTR","BOTIR-AVIA","Kyrgyzstan"
"Bouraq Indonesia Airlines",\N,"BO","BOU","BOURAQ","Indonesia"
"Bowman Aviation",\N,"","BMN","BOWMAN","United States"
"Braathens","Braathens SAFE","BU","BRA","Braathens","Norway"
"Braathens Malmö Aviation",\N,\N,\N,\N,\N
"Bradly Air (Charter) Services",\N,"","BAR","BRADLEY","Canada"
"Braniff International Airways",\N,"BN","BNF","Braniff","United States"
"BRA",\N,\N,\N,\N,\N
"Branson Airlines",\N,"","BRN","BRANSON","United States"
"Brasair Transportes Aereos",\N,"","BSI","BRASAIR","Brazil"
"BRA-Transportes Aereos",\N,"7R","BRB","BRA-TRANSPAEREOS","Brazil"
"Bravo Air Congo",\N,"K6","BRV","BRAVO","Democratic Republic of the Congo"
"Bravo Airlines",\N,"","BBV","BRAVO EUROPE","Spain"
"Brazilian Air Force",\N,"","BRS","BRAZILIAN AIR FORCE","Brazil"
"Brazilian Army Aviation",\N,"","EXB","BRAZILIAN ARMY","Brazil"
"Brazilian charter airline",\N,\N,\N,\N,\N
"Brazilian Navy Aviation",\N,"","MBR","BRAZILIAN NAVY","Brazil"
"Breeze Ltd",\N,"","BRE","AVIABREEZE","Ukraine"
"Briansk State Air Enterprise",\N,"","BRK","BRIANSK-AVIA","Russia"
"Briggs Marine Environmental Services",\N,"","BME","BRIGGS","United Kingdom"
"Bright Air",\N,"","BHT","BRIGHTAIR","Netherlands"
"Bright Aviation Services",\N,"","BRW","BRIGHT SERVICES","Bulgaria"
"Bringer Air Cargo Taxi Aereo",\N,"E6","","","Brazil"
"Bristol Flying Centre",\N,"","CLF","CLIFTON","United Kingdom"
"Bristow Helicopters",\N,"","BHL","BRISTOW","United Kingdom"
"Bristow Helicopters Nigeria",\N,"","BHN","BRISTOW HELICOPTERS","Nigeria"
"Bristow Masayu Helicopters",\N,"","BMH","MASAYU","Indonesia"
"Brit Air",\N,"DB","BZH","BRITAIR","France"
"Britannia Airways",\N,"","BAL","BRITANNIA","United Kingdom"
"Britannia Airways",\N,\N,\N,\N,\N
"Britannia",\N,\N,\N,\N,\N
"British Airways CitiExpress",\N,\N,\N,\N,\N
"British Airways/GB Airways",\N,\N,\N,\N,\N
"British Airways",\N,"BA","BAW","SPEEDBIRD","United Kingdom"
"British Airways",\N,\N,\N,\N,\N
"British Airways",\N,"","XMS","SANTA","United Kingdom"
"British Airways Shuttle",\N,"","SHT","SHUTTLE","United Kingdom"
"British Antarctic Survey",\N,"","BAN","PENGUIN","United Kingdom"
"British Caledonian",\N,\N,\N,\N,\N
"British Caribbean Airways",\N,"","BCL","","United Kingdom"
"British Charter",\N,"","BCR","BACKER","United Kingdom"
"British European",\N,\N,\N,\N,\N
"British Gulf International-Fez",\N,"","BGK","GULF INTER","Kyrgyzstan"
"British Gulf International",\N,"","BGI","BRITISH GULF","São Tomé and Príncipe"
"British International Helicopters",\N,"BS","BIH","BRINTEL","United Kingdom"
"British Island Airways",\N,\N,\N,\N,\N
"British Medical Charter",\N,"","BMD","BRITISH MEDICAL","United Kingdom"
"British Mediterranean Airways",\N,"KJ","LAJ","BEE MED","United Kingdom"
"British Midland",\N,\N,\N,\N,\N
"British Midland Regional",\N,"","BMR","","United Kingdom"
"British Midlands",\N,\N,\N,\N,\N
"British North West Airlines",\N,"","BNW","BRITISH NORTH","United Kingdom"
"British Petroleum Exploration",\N,"","BPX","","Colombia"
"British Regional Airlines",\N,"","BRT","BRITISH","United Kingdom"
"British Sky Broadcasting",\N,"","SKH","SKYNEWS","United Kingdom"
"British West Indian Airways",\N,\N,\N,\N,\N
"British World Airlines",\N,\N,\N,\N,\N
"British World",\N,\N,\N,\N,\N
"Brock Air Services",\N,"","BRD","BROCK AIR","Canada"
"Brussels Airlines","SN Brussels Airlines","SN","DAT","BEE-LINE","Belgium"
"Brussels International Airlines",\N,"","BXI","XENIA","Belgium"
"BT-Slavuta",\N,"","BTT","BEETEE-SLAVUTA","Ukraine"
"Budapest Aircraft Services/Manx2",\N,"","BPS","BASE","Hungary"
"Buddha Air",\N,"","BHA","BUDDHA AIR","Nepal"
"Budget Air Bangladesh",\N,"","BGR","BUDGET AIR","Bangladesh"
"Buffalo Airways",\N,"","BVA","BUFFALO AIR","United States"
"Buffalo Airways",\N,"J4","BFL","BUFFALO","Canada"
"Buffalo Express Airlines",\N,"","BRX","BUFF EXPRESS","United States"
"Bugulma Air Enterprise",\N,"","BGM","BUGAVIA","Russia"
"Bukovyna",\N,"","BKV","BUKOVYNA","Ukraine"
"Bulgaria Air",\N,"FB","LZB","FLYING BULGARIA","Bulgaria"
"Bulgarian Aeronautical Centre",\N,"","BVC","BULGARIAN WINGS","Bulgaria"
"Bulgarian Air Charter",\N,"","BUC","BULGARIAN CHARTER","Bulgaria"
"Bundepolizei-Fliegertruppe",\N,"","BPO","PIROL","Germany"
"Bureau Veritas",\N,"","XDA","","France"
"Burkina Airlines",\N,"","BFR","BURKLINES","Burkina Faso"
"Burundaiavia",\N,"","IVR","RERUN","Kazakhstan"
"Burundayavia",\N,"","BRY","BURAIR","Kazakhstan"
"Buryat Airlines Aircompany",\N,"","BUN","BURAL","Russia"
"Business Airfreight",\N,"","RLR","RATTLER","United States"
"Business Air Services",\N,"","BAM","BUSINESS AIR","Canada"
"Business Aviation Center",\N,"","BCV","BUSINESS AVIATION","Ukraine"
"Business Express Delivery",\N,"","EXP","EXPRESS AIR","Canada"
"Business Express",\N,"","GAA","BIZEX","United States"
"Business Express",\N,\N,\N,\N,\N
"Business Flight Salzburg",\N,"","AUJ","AUSTROJET","Austria"
"Business Flight Sweden",\N,"","BFS","BUSINESS FLIGHT","Sweden"
"Business Jet Solutions",\N,"","BJS","SOLUTION","United States"
"Business Jet Sweden",\N,"","SCJ","SCANJET","Sweden"
"Butane Buzzard Aviation Corporation",\N,"","BZZ","BUZZARD","United Kingdom"
"Butte Aviation",\N,"","PPS","PIPESTONE","United States"
"Buzzaway Limited",\N,"","UKA","UKAY","United Kingdom"
"buzz",\N,"UK","BUZ",\N,\N
"Buzz Stansted",\N,"","BUZ","BUZZ","United Kingdom"
"BWA (2002) Ltd",\N,"","BWL","BRITWORLD","United Kingdom"
"BWIA",\N,\N,\N,\N,\N
"Bylina Joint-Stock Company",\N,"","BYL","BYLINA","Russia"
"CAAC",\N,\N,\N,\N,\N
"Cabair College of Air Training",\N,"","CBR","CABAIR","United Kingdom"
"CABI",\N,"","CBI","CABI","Ukraine"
"Cabo Verde Express",\N,"","CVE","KABEX","Cape Verde"
"Caernarfon Airworld",\N,"","CWD","AMBASSADOR","United Kingdom"
"CAI",\N,"","CPI","AIRCAI","Italy"
"C Air Jet Airlines",\N,"","SRJ","SYRJET","Syrian Arab Republic"
"Cairo Air Transport Company",\N,"","CCE","","Egypt"
"CAL Cargo Air Lines",\N,"5C","ICL","CAL","Israel"
"Cal Gulf Aviation",\N,"","CGC","CAL-GULF","Sao Tome and Principe"
"California Air Shuttle",\N,"","CSL","CALIFORNIA SHUTTLE","United States"
"Calima Aviacion",\N,"XG","CLI","CALIMA","Spain"
"Calm Air",\N,"MO","CAV","CALM AIR","Canada"
"Cal-West Aviation",\N,"","REZ","CAL AIR","United States"
"Camai Air",\N,"R9","CAM","AIR CAMAI","United States"
"CAM Air Management",\N,"","CMR","CAMEO","United Kingdom"
"Cambodia Airlines",\N,"","KHM","CAMBODIA AIRLINES","Cambodia"
"Cameroon Airlines",\N,"UY","UYC","CAM-AIR","Cameroon"
"Campania Helicopteros De Transporte",\N,"","HSO","HELIASTURIAS","Spain"
"Canada 3000","","",\N,"","Canada"
"Canada Jet Charters",\N,"","PIL","PINNACLE","Canada"
"Canada",\N,\N,\N,\N,\N
"Canadian Airlines",\N,"CP","CDN","CANADIAN","Canada"
"Canadian Airways",\N,\N,\N,\N,\N
"Canadian Coast Guard",\N,"","CTG","CANADIAN COAST GUARD","Canada"
"Canadian Eagle Aviation",\N,"","HIA","HAIDA","Canada"
"Canadian Forces",\N,"","CFC","CANFORCE","Canada"
"Canadian Global Air Ambulance",\N,"","BZD","BLIZZARD","Canada"
"Canadian Helicopters",\N,"","CDN","CANADIAN","Canada"
"Canadian Interagency Forest Fire Centre",\N,"","TKR","TANKER","Canada"
"Canadian National Telecommunications",\N,"","XNC","","Canada"
"Canadian North",\N,"5T","MPE","EMPRESS","Canada"
"Canadian Regional Airlines",\N,"","CDR","CANADIAN REGIONAL","Canada"
"Canadian Warplane Heritage Museum",\N,"","CWH","WARPLANE HERITAGE","Canada"
"Canadian Western Airlines",\N,"W2","CWA","CANADIAN WESTERN","Canada"
"Canair",\N,"","CWW","CANAIR","China"
"Cancun Air",\N,"","CUI","CAN-AIR","Mexico"
"C and M Aviation",\N,"","TIP","TRANSPAC","United States"
"CanJet",\N,"C6","CJA","CANJET","Canada"
"Cape Air",\N,"9K","KAP","CAIR","United States"
"Cape Air Transport",\N,"","CTO","","Australia"
"Cape Central Airways",\N,"","SEM","SEMO","United States"
"Cape Smythe Air",\N,"","CMY","CAPE SMYTHE AIR","United States"
"Capital Airlines Limited",\N,"","NCP","CAPITAL SHUTTLE","Nigeria"
"Capital Airlines",\N,"","CPD","CAPITAL DELTA","Kenya"
"Capital Air Service",\N,"","CPX","CAPAIR","United States"
"Capital Cargo International Airlines",\N,"PT","CCI","CAPPY","United States"
"Capital City Air Carriers",\N,"","CCQ","CAP CITY","United States"
"Capital Trading Aviation",\N,"","EGL","PRESTIGE","United Kingdom"
"Capitol Air Express",\N,"","CEX","CAPITOL EXPRESS","United States"
"Capitol Wings Airline",\N,"","CWZ","CAPWINGS","United States"
"Caravan Air",\N,"","VAN","CAMEL","Mauritania"
"Cardiff Wales Flying Club",\N,"","CWN","CAMBRIAN","United Kingdom"
"Cardinal/Air Virginia",\N,"","FVA","AIR VIRGINIA","United States"
"Cardolaar",\N,"","GOL","CARGOLAAR","Namibia"
"Cards Air Services",\N,"","CDI","CARDS","Philippines"
"Care Flight",\N,"","CFH","CARE FLIGHT","Australia"
"Carga Aerea Dominicana",\N,"","CDM","CARGA AEREA","Dominican Republic"
"Carga Express Internacional",\N,"","EST","CARGAINTER","Mexico"
"Cargo 360",\N,"GG","GGC","LONG-HAUL","United States"
"Cargo Express",\N,"","MCX","MAURICARGO","Mauritania"
"Cargoitalia",\N,"2G","CRG","WHITE PELICAN","Italy"
"Cargo Ivoire",\N,"","CRV","CARGOIV","Ivory Coast"
"Cargojet Airways",\N,"W8","CJT","CARGOJET","Canada"
"Cargo Link (Caribbean)",\N,"","CLM","CARGO LINK","Barbados"
"Cargolux",\N,"CV","CLX","CARGOLUX","Luxembourg"
"Cargoman",\N,"","CGM","HOTEL CHARLIE","Oman"
"Cargo Plus Aviation",\N,"8L","CGP","","United Arab Emirates"
"Cargo Three",\N,"","CTW","THIRD CARGO","Panama"
"Caribair",\N,"","CBC","CARIBAIR","Dominican Republic"
"Carib Aviation",\N,"","DEL","RED TAIL","Antigua and Barbuda"
"Caribbean Air Cargo",\N,"","DCC","CARICARGO","Barbados"
"Caribbean Airlines",\N,"BW","BWA","CARIBBEAN AIRLINES","Trinidad and Tobago"
"Caribbean Air Transport",\N,"","CLT","CARIBBEAN","Netherlands"
"Caribbean Airways",\N,"","IQQ","CARIBJET","Barbados"
"Caribbean Express",\N,"","TLC","CARIB-X","United States"
"Caribbean Star Airlines",\N,"8B","GFI","CARIB STAR","Antigua and Barbuda"
"Carib Express",\N,"","BCB","WAVEBIRD","Barbados"
"Caribintair",\N,"","CRT","CARIBINTAIR","Haiti"
"Carill Aviation",\N,"","CVG","CARILL","United Kingdom"
"Carpartair",\N,\N,\N,\N,\N
"Carpatair",\N,"V3","KRP","CARPATAIR","Romania"
"Carranza",\N,"","CRR","CARRANZA","Chile"
"Carroll Air Service",\N,"","ULS","ULSTER","United States"
"Casement Aviation",\N,"","CMT","CASEMENT","United States"
"Casino Airline",\N,"","CSO","CASAIR","United States"
"Casper Air Service",\N,"","CSP","CASPER AIR","United States"
"Caspian Airlines",\N,"RV","CPN","CASPIAN","Iran"
"Castle Aviation",\N,"","CSJ","CASTLE","United States"
"Catalina Flying Boats",\N,"","CBT","CATALINA AIR","United States"
"CATA Línea Aérea",\N,"","CTZ","CATA","Argentina"
"Cat Aviation",\N,"","CAZ","EUROCAT","Switzerland"
"Catex",\N,"","TEX","CATEX","France"
"Cathay Pacific",\N,"CX","CPA","CATHAY","Hong Kong SAR of China"
"Catskill Air",\N,\N,\N,\N,\N
"Caverton Helicopters",\N,"","CJR","CAVERTON AIR","Nigeria"
"Cayman Airways",\N,"KX","CAY","CAYMAN","Cayman Islands"
"CCF Manager Airline",\N,"","CCF","TOMCAT","Germany"
"CCM Airlines",\N,\N,\N,\N,\N
"Cebu Pacific",\N,"5J","CEB","CEBU AIR","Philippines"
"Cecil Aviation",\N,"","CIL","CECIL","United Kingdom"
"CEDTA (Compania Ecuatoriana De Transportes Aereos)",\N,"","CED","CEDTA","Ecuador"
"Cega Aviation",\N,"","CEG","CEGA","United Kingdom"
"Celtic Airways",\N,"","CEC","CELTAIR","United Kingdom"
"Celtic West",\N,"","CWE","CELTIC","United Kingdom"
"Centavia",\N,"7N","CNA","","Serbia"
"Cente D'Essais En Vol",\N,"","CEV","CENTEV","France"
"Centennial Airlines",\N,"","CNL","WYO-AIR","United States"
"Centennial Flight Centre",\N,"","CNS","CENTENNIAL","Canada"
"Center-South",\N,"","CTS","CENTER-SOUTH","Russia"
"Center Vol",\N,"","CVO","CENTERVOL","Spain"
"Centrafrican Airlines",\N,"","CET","CENTRAFRICAIN","Central African Republic"
"Central Air Express",\N,"","CAX","CENTRAL EXPRESS","Democratic Republic of Congo"
"Central Airlines",\N,"","CTL","CENTRAL COMMUTER","United States"
"Central Airways",\N,"","CNY","CENTRAL LEONE","Sierra Leone"
"Central American Airlines",\N,"","ACN","AEROCENTRO","Nicaragua"
"Central Aviation",\N,"","YOG","YOGAN AIR","United States"
"Central Connect Airlines",\N,"","CCG","","Czech Republic"
"Central De Discos De Reynosa",\N,"","DRN","DISCOS REYNOSA","Mexico"
"Central European Airlines",\N,"","CMA","EUROCENTRAL","Czech Republic"
"Central Flying Service",\N,"","CHA","CHARTER CENTRAL","United States"
"Central Mongolia Airways",\N,"","CEM","CENTRAL MONGOLIA","Mongolia"
"Central Mountain Air",\N,"","GLR","GLACIER","Canada"
"Central Queensland Aviation College",\N,"","CQC","","Australia"
"Central Skyport",\N,"","CSI","SKYPORT","United States"
"Centralwings",\N,"C0","CLW","CENTRALWINGS","Poland"
"Centre Airlines",\N,"","DTV","DUTCH VALLEY","United States"
"Centre-Avia",\N,"J7","CVC","AVIACENTRE","Russia"
"Centre of Applied Geodynamica",\N,"","CGS","GEO CENTRE","Russia"
"Centro de Formacion Aeronautica de Canarias",\N,"","ACF","FORCAN","Spain"
"Centro De Helicopteros Corporativos",\N,"","CCV","HELICORPORATIVO","Mexico"
"Centurion Air Cargo",\N,"WE","CWC","CHALLENGE CARGO","United States"
"Century Aviation International",\N,"","HAI","","Canada"
"Century Aviation",\N,"","URY","CENTURY AVIA","Mexico"
"Certified Air Dispatch",\N,"","XAD","","United States"
"Cetraca Aviation Service",\N,"","CER","CETRACA","Democratic Republic of the Congo"
"Chabahar Airlines",\N,"","IRU","CHABAHAR","Iran"
"Chalair Aviation",\N,"","CLG","CHALLAIR","France"
"Chalk's Ocean Airways",\N,"OP","CHK","CHALKS","United States"
"Challenge Air Transport",\N,"","CLS","AIRISTO","Germany"
"Challenge Aviation",\N,"","CHS","CHALLENGE AVIATION","Australia"
"Challenge International Airlines",\N,"","OFF","CHALLENGE AIR","United States"
"Champagne Airlines",\N,"","CPH","CHAMPAGNE","France"
"Champion Air",\N,"MG","CCP","CHAMPION AIR","United States"
"Chanchangi Airlines",\N,"","NCH","CHANCHANGI","Nigeria"
"Changan Airlines",\N,"2Z","CGN","CHANGAN","China"
"Channel Island Aviation",\N,"","CHN","CHANNEL","United States"
"Chantilly Air",\N,"","WML","MARLIN","United States"
"Chaparral Airlines",\N,"","CPL","CHAPARRAL","United States"
"Chari Aviation Services",\N,"S8","CSU","CHARI SERVICE","Chad"
"Charlan Air Charter",\N,"","CAH","CHARLAN","South Africa"
"Charlie Hammonds Flying Service",\N,"","HMD","HAMMOND","United States"
"Charlotte Air National Guard",\N,"","CGD","","United States"
"Charter Air",\N,"","CHW","CHARTER WIEN","Austria"
"Chartered",\N,\N,\N,\N,\N
"Charter Flight",\N,\N,\N,\N,\N
"Charter",\N,\N,\N,\N,\N
"Chartright Air",\N,"","HRT","CHARTRIGHT","Canada"
"Chautauqa Airlines",\N,\N,\N,\N,\N
"Chautauqua Airlines",\N,"RP","CHQ","CHAUTAUQUA","United States"
"CHC Airways",\N,"AW","SCH","","Netherlands"
"CHC Denmark",\N,"","HBI","HELIBIRD","Denmark"
"CHC Helicopters",\N,"","HEM","HEMS","Australia"
"CHC Helikopter Service",\N,"","HKS","HELIBUS","Norway"
"Cheboksary Airenterprise JSC",\N,"","CBB","CHEBAIR","Russia"
"Chelyabinsk Air",\N,\N,\N,\N,\N
"Chemech Aviation",\N,"","CHM","","Pakistan"
"Cherline",\N,"","CHZ","CHERL","Russia"
"Chernomor-Avia",\N,"","CMK","CHERAVIA","Russia"
"Cherokee Express",\N,"","CBM","BLUE MAX","United States"
"Cherry Air",\N,"","CCY","CHERRY","United States"
"Chesapeake Air Service",\N,"","CAB","CHESAPEAKE AIR","United States"
"Chevron U.S.A",\N,"","CVR","CHEVRON","United States"
"Cheyenne Airways",\N,"","CYA","CHEYENNE AIR","United States"
"Chicago Air",\N,"","CGO","WILD ONION","United States"
"Chicago Express",\N,"C8","WDY","WINDY CITY","United States"
"Chief Rat Flight Services",\N,"","RAT","RIVERRAT","South Africa"
"Chilchota Taxi Aereo",\N,"","CCH","CHILCHOTA","Mexico"
"Chilcotin Caribou Aviation",\N,"","DES","CHILCOTIN","Canada"
"Chilliwack Aviation",\N,"","CAD","CHILLIWACKAIR","Canada"
"Chim-Nir Aviation",\N,"","ETN","CHMINIR","Israel"
"China Airlines",\N,"CI","CAL","DYNASTY","Taiwan"
"China Cargo Airlines",\N,"CK","CKK","CARGO KING","China"
"China Eastern Airlines",\N,"MU","CES","CHINA EASTERN","China"
"China Eastern",\N,\N,\N,\N,\N
"China Express Airlines",\N,"","HXA","CHINA EXPRESS","China"
"China Flying Dragon Aviation",\N,"","CFA","FEILONG","China"
"China General Aviation Corporation",\N,"","CTH","TONGHANG","China"
"China National Aviation Corporation",\N,"","CAG","CHINA NATIONAL","China"
"China Northern Airlines",\N,"CJ","CBF","CHINA NORTHERN","China"
"China Northern",\N,\N,\N,\N,\N
"China Northwest Airlines",\N,"WH","CNW","CHINA NORTHWEST","China"
"China Ocean Helicopter Corporation",\N,"","CHC","CHINA HELICOPTER","China"
"China Postal Airlines",\N,"8Y","CYZ","CHINA POST","China"
"China Southern Airlines",\N,"CZ","CSN","CHINA SOUTHERN","China"
"China Southern",\N,\N,\N,\N,\N
"China Southwest Airlines",\N,"","CXN","CHINA SOUTHWEST","China"
"China United Airlines",\N,"HR","CUA","LIANHANG","China"
"China Xinhua Airlines",\N,"XO","CXH","XINHUA","China"
"Chinguetti Airlines",\N,"","CGU","CHINGUETTI","Mauritania"
"Chipola Aviation",\N,"","CEP","CHIPOLA","United States"
"Chippewa Air Commuter",\N,"","CPW","CHIPPEWA-AIR","United States"
"Chitaavia",\N,"X7","CHF","CHITA","Russia"
"Christman Air System",\N,"","CAS","CHRISTMAN","United States"
"Christophorus Flugrettungsverein",\N,"","OEC","CHRISTOPHORUS","Austria"
"Chrome Air Services",\N,"","CHO","CHROME AIR","United States"
"Church Aircraft",\N,"","CHU","CHURCHAIR","United States"
"Church Fenton Flying Training Unit",\N,"","CFN","CHURCH FENTON","United Kingdom"
"Cielos Airlines",\N,"A2","CIU","CIELOS","Peru"
"Cimber Air",\N,"QI","CIM","CIMBER","Denmark"
"Cirrus Airlines",\N,"C9","RUS","CIRRUS AIR","Germany"
"Cirrus Airlines",\N,\N,\N,\N,\N
"Cirrus Air",\N,"","NTS","NITE STAR","United States"
"Cirrus Middle East",\N,"","JTI","","Lebanon"
"Cirrus",\N,"","RRU","HELICIRRUS","Chile"
"Citationshares",\N,"","FIV","FIVE STAR","United States"
"Citibank",\N,"","XCX","","United States"
"Citic General Aviation",\N,"","HZX","ZHONGXIN","China"
"CI-Tours",\N,"","VCI","CI-TOURS","Ivory Coast"
"Cityair (Chester) Limited",\N,"","CAQ","AIR CHESTER","United Kingdom"
"City Airline",\N,"CF","SDR","SWEDESTAR","Sweden"
"Citybird",\N,\N,\N,\N,\N
"City Connexion Airlines",\N,"G3","CIX","CONNEXION","Burundi"
"Cityflyer Express",\N,"CJ","CFE","FLYER","United Kingdom"
"Cityfly",\N,"","CII","CITYFLY","Italy"
"CityJet",\N,\N,\N,\N,\N
