"Grahamstown","Grahamstown","South Africa","","FAGT",26.498083,-33.284721,2135,2,"U"
"Greytown","Greytown","South Africa","","FAGY",30.586706,-29.122011,3531,2,"U"
"Harmony","Harmony","South Africa","","FAHA",26.861178,-28.078694,4399,2,"U"
"Harrismith","Harrismith","South Africa","","FAHR",29.106206,-28.235072,5585,2,"U"
"Hoedspruit Afb","Hoedspruit","South Africa","HDS","FAHS",31.048744,-24.368642,1743,2,"U"
"Gariep Dam","Hendrik Verwoerddam","South Africa","","FAHV",25.528286,-30.562164,4176,2,"U"
"Johannesburg Intl","Johannesburg","South Africa","JNB","FAJS",28.246,-26.139166,5558,2,"U"
"P C Pelser","Klerksdorp","South Africa","","FAKD",26.718003,-26.871064,4444,2,"U"
"Kimberley","Kimberley","South Africa","KIM","FAKM",24.765167,-28.802834,3950,2,"U"
"Krugersdorp","Krugersdorp","South Africa","","FAKR",27.725667,-26.080978,5499,2,"U"
"Kroonstad","Kroonstad","South Africa","","FAKS",27.315761,-27.660617,4700,2,"U"
"Johan Pienaar","Kuruman","South Africa","","FAKU",23.411388,-27.456667,4382,2,"U"
"Kleinsee","Kleinsee","South Africa","KLZ","FAKZ",17.094006,-29.688403,270,2,"U"
"Lanseria","Johannesburg","South Africa","HLA","FALA",27.926133,-25.938514,4517,2,"U"
"Lichtenburg","Lichtenburg","South Africa","","FALI",26.184575,-26.175672,4875,2,"U"
"Makhado Afb","Lambertsbaai","South Africa","","FALM",29.696544,-23.159911,3069,2,"U"
"Langebaanweg","Langebaanweg","South Africa","","FALW",18.160278,-32.968889,108,2,"U"
"Ladysmith","Ladysmith","South Africa","LAY","FALY",29.749722,-28.581667,3548,2,"U"
"Middelburg","Middelburg","South Africa","","FAMB",29.440158,-25.684775,4886,2,"U"
"Malamala","Malamala","South Africa","","FAMD",31.544584,-24.818111,1124,2,"U"
"Margate","Margate","South Africa","MGH","FAMG",30.343019,-30.857408,495,2,"U"
"Marble Hall","Marble Hall","South Africa","","FAMI",29.283122,-24.989114,2980,2,"U"
"Majuba Power Station","Majuba Power Station","South Africa","","FAMJ",29.778528,-27.079253,5600,2,"U"
"Mafikeng","Mmabatho","South Africa","MBO","FAMM",25.548028,-25.798444,4181,2,"U"
"Malelane","Malalane","South Africa","","FAMN",31.565828,-25.473603,1153,2,"U"
"Morningside Farm","Messina","South Africa","MEZ","FAMS",26.908978,-25.704458,4251,2,"U"
"Mkuzi","Mkuze","South Africa","","FAMU",32.044275,-27.626086,400,2,"U"
"Newcastle","Newcastle","South Africa","NCS","FANC",29.976894,-27.770586,4074,2,"U"
"Nylstroom","Nylstroom","South Africa","","FANY",28.434944,-24.686056,3900,2,"U"
"Overberg","Overberg","South Africa","","FAOB",20.250681,-34.554861,52,2,"U"
"Oudtshoorn","Oudtshoorn","South Africa","DUH","FAOH",22.188978,-33.606967,1063,2,"U"
"Port Elizabeth Intl","Port Elizabeth","South Africa","PLZ","FAPE",25.617275,-33.984919,226,2,"U"
"Plettenberg Bay","Plettenberg Bay","South Africa","","FAPG",23.327778,-34.090279,465,2,"U"
"Phalaborwa","Phalaborwa","South Africa","PHW","FAPH",31.15539,-23.937166,1432,2,"U"
"Pietersburg","Pietersburg","South Africa","PTG","FAPI",29.484422,-23.926089,4354,2,"U"
"Port St Johns","Port Saint Johns","South Africa","","FAPJ",29.519786,-31.605886,1227,2,"U"
"Pietermaritzburg","Pietermaritzburg","South Africa","PZB","FAPM",30.398667,-29.648975,2423,2,"U"
"Pilanesberg Intl","Pilanesberg","South Africa","NTY","FAPN",27.173358,-25.333822,3412,2,"U"
"Polokwane Intl","Potgietersrus","South Africa","","FAPP",29.458611,-23.845306,4076,2,"U"
"Potchefstroom","Potchefstroom","South Africa","","FAPS",27.0819,-26.670994,4520,2,"U"
"Parys","Parys","South Africa","","FAPY",27.503417,-26.889344,4740,2,"U"
"Queenstown","Queenstown","South Africa","UTW","FAQT",26.882206,-31.920197,3637,2,"U"
"Richards Bay","Richard's Bay","South Africa","RCB","FARB",32.092111,-28.741039,109,2,"U"
"Rustenburg","Rustenburg","South Africa","","FARG",27.271119,-25.6443,3700,2,"U"
"Robertson","Robertson","South Africa","","FARS",19.902828,-33.812181,640,2,"U"
"Springbok","Springbok","South Africa","SBU","FASB",17.939611,-29.689333,2690,2,"U"
"Secunda","Secunda","South Africa","","FASC",29.170144,-26.524083,5250,2,"U"
"Saldanha Vredenburg","Saldanha","South Africa","","FASD",17.969331,-32.964067,50,2,"U"
"Springs","Springs","South Africa","","FASI",28.397508,-26.248411,5340,2,"U"
"Swartkop","Swartkop","South Africa","","FASK",28.164631,-25.809717,4780,2,"U"
"Sishen","Sishen","South Africa","SIS","FASS",22.999278,-27.648606,3848,2,"U"
"Hendrik Swellengrebel","Swellendam","South Africa","","FASX",20.474611,-34.048222,407,2,"U"
"Skukuza","Skukuza","South Africa","SZK","FASZ",31.588731,-24.960944,1020,2,"U"
"Tommys Fld","Tommy's Field","South Africa","","FATF",22.993178,-28.260028,4360,2,"U"
"New Tempe","Bloemfontein","South Africa","","FATP",26.157564,-29.032928,4547,2,"U"
"Tutuka Power Station","Tutuka","South Africa","","FATT",29.338778,-26.776556,5313,2,"U"
"Tzaneen","Tzaneen","South Africa","LTA","FATZ",30.329306,-23.824417,1914,2,"U"
"Prince Mangosuthu Buthelezi","Ulundi","South Africa","ULD","FAUL",31.416519,-28.320586,1720,2,"U"
"Upington","Upington","South Africa","UTN","FAUP",21.260239,-28.399097,2782,2,"U"
"Mthatha","Umtata","South Africa","UTT","FAUT",28.674289,-31.547903,2400,2,"U"
"Vryburg","Vryburg","South Africa","VRU","FAVB",24.728756,-26.982408,3920,2,"U"
"Virginia","Durban","South Africa","VIR","FAVG",31.058406,-29.770606,20,2,"U"
"Vredendal","Vredendal","South Africa","","FAVR",18.544789,-31.640961,330,2,"U"
"Vereeniging","Vereeniging","South Africa","","FAVV",27.960756,-26.566372,4846,2,"U"
"Wonderboom","Pretoria","South Africa","PRY","FAWB",28.224231,-25.653858,4095,2,"U"
"Witbank","Witbank","South Africa","","FAWI",29.192019,-25.832294,5078,2,"U"
"Waterkloof Afb","Waterkloof","South Africa","","FAWK",28.2225,-25.83,4940,2,"U"
"Welkom","Welkom","South Africa","WEL","FAWM",26.669586,-27.998,4399,2,"U"
"Ysterplaat","Ysterplaat","South Africa","","FAYP",18.498297,-33.900244,52,2,"U"
"Zeerust","Zeerust","South Africa","","FAZR",26.042333,-25.598972,4258,2,"U"
"Francistown","Francistown","Botswana","FRW","FBFT",27.474525,-21.159597,3283,2,"U"
"Jwaneng","Jwaneng","Botswana","JWA","FBJW",24.690971,-24.602333,3900,2,"U"
"Kasane","Kasane","Botswana","BBK","FBKE",25.1624,-17.832875,3289,2,"U"
"Maun","Maun","Botswana","MUB","FBMN",23.431086,-19.972564,3093,2,"U"
"Sir Seretse Khama Intl","Gaberone","Botswana","GBE","FBSK",25.918208,-24.555225,3299,2,"U"
"Selebi Phikwe","Selebi-phikwe","Botswana","PKW","FBSP",27.828767,-22.05835,2925,2,"U"
"Maya Maya","Brazzaville","Congo","BZV","FCBB",15.253031,-4.2517,1048,1,"N"
"Owando","Owando","Congo","FTX","FCOO",15.950094,-0.53135,1214,1,"N"
"Ouesso","Ouesso","Congo","OUE","FCOU",16.037917,1.615994,1158,1,"N"
"Pointe Noire","Pointe-noire","Congo","PNR","FCPP",11.886597,-4.816028,55,1,"N"
"Matsapha","Manzini","Swaziland","MTS","FDMS",31.307519,-26.529022,2075,2,"U"
"Bangui M Poko","Bangui","Central African Republic","BGF","FEFF",18.518786,4.398475,1208,1,"N"
"Berberati","Berberati","Central African Republic","BBT","FEFT",15.786369,4.221583,1929,1,"N"
"Bata","Bata","Equatorial Guinea","BSG","FGBT",9.805681,1.905469,13,1,"N"
"Malabo","Malabo","Equatorial Guinea","SSG","FGSL",8.708717,3.755267,76,1,"N"
"Ascension Aux Af","Wide Awake","Saint Helena","","FHAW",-14.393664,-7.969597,278,0,"N"
"Sir Seewoosagur Ramgoolam Intl","Plaisance","Mauritius","MRU","FIMP",57.6836,-20.430235,186,5,"S"
"Plaine Corail","Rodriguez Island","Mauritius","RRG","FIMR",63.360983,-19.757658,95,4,"S"
"Diego Garcia Nsf","Diego Garcia Island","British Indian Ocean Territory","","FJDG",72.411089,-7.313267,9,6,"U"
"Tiko","Tiko","Cameroon","TKC","FKKC",9.360528,4.089192,151,1,"N"
"Douala","Douala","Cameroon","DLA","FKKD",9.719481,4.006081,33,1,"N"
"Salak","Maroua","Cameroon","MVR","FKKL",14.257361,10.451392,1390,1,"N"
"Foumban Nkounja","Foumban","Cameroon","FOM","FKKM",10.750817,5.636919,3963,1,"N"
"Ngaoundere","N'gaoundere","Cameroon","NGE","FKKN",13.559242,7.357011,3655,1,"N"
"Garoua","Garoua","Cameroon","GOU","FKKR",13.370103,9.335892,794,1,"N"
"Bafoussam","Bafoussam","Cameroon","BFX","FKKU",10.354583,5.536919,4347,1,"N"
"Bamenda","Bamenda","Cameroon","BPC","FKKV",10.122639,6.039239,4065,1,"N"
"Yaounde Ville","Yaounde","Cameroon","YAO","FKKY",11.523461,3.836039,2464,1,"N"
"Kasompe","Kasompe","Zambia","","FLKE",27.89395,-12.572778,4636,2,"U"
"Livingstone","Livingstone","Zambia","LVI","FLLI",25.822692,-17.821756,3302,2,"U"
"Lusaka Intl","Lusaka","Zambia","LUN","FLLS",28.452628,-15.330817,3779,2,"U"
"Mfuwe","Mfuwe","Zambia","MFU","FLMF",31.936581,-13.258878,1853,2,"U"
"Mongu","Mongu","Zambia","","FLMG",23.162306,-15.254542,3488,2,"U"
"Ndola","Ndola","Zambia","NLA","FLND",28.664944,-12.998139,4167,2,"U"
"Southdowns","Southdowns","Zambia","KIW","FLSO",28.149858,-12.900469,4145,2,"U"
"Prince Said Ibrahim","Moroni","Comoros","HAH","FMCH",43.27185,-11.533661,93,3,"U"
"Bandaressalam","Moheli","Comoros","NWA","FMCI",43.7664,-12.298108,46,3,"U"
"Ouani","Anjouan","Comoros","AJN","FMCV",44.430279,-12.131667,62,3,"U"
"Dzaoudzi Pamandzi","Dzaoudzi","Mayotte","DZA","FMCZ",45.281113,-12.804722,23,3,"U"
"St Denis Gillot","St.-denis","Reunion","RUN","FMEE",55.510308,-20.8871,66,5,"U"
"St Pierre Pierrefonds","St.-pierre","Reunion","ZSE","FMEP",55.423581,-21.320039,56,5,"U"
"Ivato","Antananarivo","Madagascar","TNR","FMMI",47.478806,-18.79695,4198,3,"U"
"Miandrivazo","Miandrivazo","Madagascar","ZVA","FMMN",45.450832,-19.562778,203,3,"U"
"Sainte Marie","Sainte Marie","Madagascar","SMS","FMMS",49.815834,-17.093889,7,3,"U"
"Toamasina","Toamasina","Madagascar","TMM","FMMT",49.392536,-18.109517,22,3,"U"
"Morondava","Morondava","Madagascar","MOQ","FMMV",44.317614,-20.28475,30,3,"U"
"Arrachart","Antsiranana","Madagascar","DIE","FMNA",49.291747,-12.3494,374,3,"U"
"Avaratra","Mananara","Madagascar","WMR","FMNC",49.773753,-16.1639,9,3,"U"
"Andapa","Andapa","Madagascar","ZWA","FMND",49.620556,-14.651667,1552,3,"U"
"Ambilobe","Ambilobe","Madagascar","AMB","FMNE",48.987978,-13.188431,72,3,"U"
"Antsirabato","Antalaha","Madagascar","ANM","FMNH",50.320233,-14.999411,20,3,"U"
"Analalava","Analalava","Madagascar","HVA","FMNL",47.763783,-14.629694,345,3,"U"
"Philibert Tsiranana","Mahajanga","Madagascar","MJN","FMNM",46.351828,-15.667144,87,3,"U"
"Fascene","Nosy-be","Madagascar","NOS","FMNN",48.314822,-13.312067,36,3,"U"
"Besalampy","Besalampy","Madagascar","BPY","FMNQ",44.481388,-16.741945,125,3,"U"
"Maroantsetra","Maroantsetra","Madagascar","WMN","FMNR",49.688332,-15.436666,13,3,"U"
"Sambava","Sambava","Madagascar","SVB","FMNS",50.174721,-14.278611,20,3,"U"
"Vohimarina","Vohemar","Madagascar","VOH","FMNV",50.002777,-13.375834,19,3,"U"
"Ambalabe","Antsohihy","Madagascar","WAI","FMNW",47.993894,-14.89875,92,3,"U"
"Ampampamena","Ampampamena","Madagascar","","FMNZ",48.632739,-13.484814,49,3,"U"
"Tolagnaro","Tolagnaro","Madagascar","FTU","FMSD",46.956111,-25.038056,29,3,"U"
"Fianarantsoa","Fianarantsoa","Madagascar","WFI","FMSF",47.111736,-21.441558,3658,3,"U"
"Farafangana","Farafangana","Madagascar","RVA","FMSG",47.820614,-22.805286,26,3,"U"
"Manakara","Manakara","Madagascar","WVK","FMSK",48.021667,-22.119722,33,3,"U"
"Mananjary","Mananjary","Madagascar","MNJ","FMSM",48.358317,-21.201772,20,3,"U"
"Morombe","Morombe","Madagascar","MXM","FMSR",43.375533,-21.753867,16,3,"U"
"Toliara","Toliara","Madagascar","TLE","FMST",43.728453,-23.383369,29,3,"U"
"Mbanza Congo","M'banza-congo","Angola","SSY","FNBC",14.247025,-6.269897,1860,1,"N"
"Benguela","Benguela","Angola","BUG","FNBG",13.403711,-12.609025,118,1,"N"
"Cabinda","Cabinda","Angola","CAB","FNCA",12.188353,-5.596992,66,1,"N"
"Ngiva","N'giva","Angola","NGV","FNGI",15.683822,-17.043464,3566,1,"N"
"Huambo","Huambo","Angola","NOV","FNHU",15.760547,-12.808878,5587,1,"N"
"Kuito","Kuito","Angola","SVP","FNKU",16.947414,-12.404633,5618,1,"N"
"Lobito","Lobito","Angola","","FNLB",13.536625,-12.371233,10,1,"N"
"Luanda 4 De Fevereiro","Luanda","Angola","LAD","FNLU",13.231178,-8.858375,243,1,"N"
"Malanje","Malanje","Angola","MEG","FNMA",16.312406,-9.525086,3868,1,"N"
"Menongue","Menongue","Angola","SPP","FNME",17.719833,-14.657583,4469,1,"N"
"Namibe","Mocamedes","Angola","","FNMO",12.146756,-15.261222,210,1,"N"
"Negage","Negage","Angola","GXG","FNNG",15.287728,-7.754506,4105,1,"N"
"Porto Amboim","Porto Amboim","Angola","PBN","FNPA",13.765528,-10.721956,16,1,"N"
"Saurimo","Saurimo","Angola","VHC","FNSA",20.431875,-9.689067,3584,1,"N"
"Soyo","Soyo","Angola","SZA","FNSO",12.371764,-6.141086,15,1,"N"
"Lubango","Lubango","Angola","SDD","FNUB",13.575022,-14.924733,5778,1,"N"
"Luena","Luena","Angola","LUO","FNUE",19.897672,-11.768086,4360,1,"N"
"Uige","Uige","Angola","UGO","FNUG",15.027822,-7.603067,2720,1,"N"
"Xangongo","Xangongo","Angola","XGN","FNXA",14.965344,-16.755417,3635,1,"N"
"Oyem","Oyem","Gabon","OYE","FOGO",11.581361,1.543108,2158,1,"N"
"Okondja","Okondja","Gabon","OKN","FOGQ",13.673133,-0.665214,1325,1,"N"
"Lambarene","Lambarene","Gabon","LBQ","FOGR",10.245722,-0.704389,82,1,"N"
"Bitam","Bitam","Gabon","BMM","FOOB",11.493195,2.075639,1969,1,"N"
"Port Gentil","Port Gentil","Gabon","POG","FOOG",8.754383,-0.711739,13,1,"N"
"Omboue Hopital","Omboue Hospial","Gabon","OMB","FOOH",9.262694,-1.574733,33,1,"N"
"Makokou","Makokou","Gabon","MKU","FOOK",12.890908,0.579211,1726,1,"N"
"Leon M Ba","Libreville","Gabon","LBV","FOOL",9.412283,0.4586,39,1,"N"
"Mvengue","Franceville","Gabon","MVB","FOON",13.438036,-1.656156,1450,1,"N"
"Principe","Principe","Sao Tome and Principe","PCP","FPPR",7.411742,1.662936,591,0,"N"
"Sao Tome Intl","Sao Tome","Sao Tome and Principe","TMS","FPST",6.712153,0.378175,33,0,"N"
"Beira","Beira","Mozambique","BEW","FQBR",34.907556,-19.796419,33,2,"U"
"Chimoio","Chimoio","Mozambique","","FQCH",33.428958,-19.151267,2287,2,"U"
"Inhambane","Inhambane","Mozambique","INH","FQIN",35.408544,-23.876431,30,2,"U"
"Lichinga","Lichinga","Mozambique","VXC","FQLC",35.266262,-13.273986,4505,2,"U"
"Lumbo","Lumbo","Mozambique","","FQLU",40.671728,-15.033058,33,2,"U"
"Maputo","Maputo","Mozambique","MPM","FQMA",32.572606,-25.920836,145,2,"U"
"Mueda","Mueda","Mozambique","","FQMD",39.563142,-11.672922,2789,2,"U"
"Mocimboa Da Praia","Mocimboa Da Praia","Mozambique","MZB","FQMP",40.354875,-11.361789,89,2,"U"
"Marrupa","Marrupa","Mozambique","","FQMR",37.552067,-13.225053,2480,2,"U"
"Nacala","Nacala","Mozambique","MNC","FQNC",40.71225,-14.488233,410,2,"U"
"Nampula","Nampula","Mozambique","APL","FQNP",39.2818,-15.105611,1444,2,"U"
"Pemba","Pemba","Mozambique","POL","FQPB",40.522492,-12.986753,331,2,"U"
"Quelimane","Quelimane","Mozambique","UEL","FQQL",36.869106,-17.8555,36,2,"U"
"Songo","Songo","Mozambique","","FQSG",32.773189,-15.602694,2904,2,"U"
"Tete Chingodzi","Tete","Mozambique","TET","FQTT",33.640181,-16.104817,525,2,"U"
"Ulongwe","Ulongwe","Mozambique","","FQUG",34.352369,-14.704617,4265,2,"U"
"Vilankulo","Vilankulu","Mozambique","VNX","FQVL",35.313297,-22.018431,46,2,"U"
"Alphonse","Alphonse","Seychelles","","FSAL",52.726247,-7.004783,10,4,"U"
"Desroches","Desroches","Seychelles","DES","FSDR",53.655844,-5.696697,10,4,"U"
"Farquhar","Farquhar","Seychelles","","FSFA",51.176119,-10.109611,10,4,"U"
"Seychelles Intl","Mahe","Seychelles","SEZ","FSIA",55.521839,-4.674342,10,4,"U"
"Praslin","Praslin","Seychelles","PRI","FSPP",55.691417,-4.319292,10,4,"U"
"Coetivy","Coetivy","Seychelles","","FSSC",56.278239,-7.134567,10,4,"U"
"Abeche","Abeche","Chad","AEH","FTTC",20.844333,13.847,1788,1,"N"
"Moundou","Moundou","Chad","MQQ","FTTD",16.071419,8.624406,1407,1,"N"
"Ndjamena Hassan Djamous","N'djamena","Chad","NDJ","FTTJ",15.034019,12.133689,968,1,"N"
"Faya Largeau","Faya-largeau","Chad","FYT","FTTY",19.111078,17.917053,771,1,"N"
"J M Nkomo Intl","Bulawayo","Zimbabwe","BUQ","FVBU",28.617869,-20.017431,4359,2,"U"
"Charles Prince","Harare","Zimbabwe","","FVCP",30.924706,-17.751561,4845,2,"U"
"Buffalo Range","Chiredzi","Zimbabwe","BFO","FVCZ",31.57855,-21.008083,1421,2,"U"
"Victoria Falls Intl","Victoria Falls","Zimbabwe","VFA","FVFA",25.839006,-18.095881,3490,2,"U"
"Harare Intl","Harare","Zimbabwe","HRE","FVHA",31.092847,-17.931806,4887,2,"U"
"Kariba Intl","Kariba","Zimbabwe","KAB","FVKB",28.884981,-16.519761,1706,2,"U"
"Mutoko","Mutoko","Zimbabwe","","FVMT",32.184502,-17.431917,3950,2,"U"
"Mutare","Mutare","Zimbabwe","","FVMU",32.627224,-18.997499,3410,2,"U"
"Masvingo Intl","Masvingo","Zimbabwe","MVZ","FVMV",30.859111,-20.055333,3595,2,"U"
"Zvishavane","Zvishavane","Zimbabwe","","FVSH",30.088228,-20.289497,3012,2,"U"
"Gweru Thornhill","Gwert","Zimbabwe","GWE","FVTL",29.861911,-19.436394,4680,2,"U"
"Hwange National Park","Hwange National Park","Zimbabwe","WKM","FVWN",27.021042,-18.629872,3543,2,"U"
"Chileka Intl","Blantyre","Malawi","BLZ","FWCL",34.974014,-15.679053,2555,2,"U"
"Karonga","Karonga","Malawi","KGJ","FWKA",33.893022,-9.953569,1765,2,"U"
"Kasungu","Kasungu","Malawi","","FWKG",33.468597,-13.014631,3470,2,"U"
"Kamuzu Intl","Lilongwe","Malawi","LLW","FWKI",33.781,-13.789378,4035,2,"U"
"Mzuzu","Mzuzu","Malawi","ZZU","FWUU",34.011776,-11.44475,4115,2,"U"
"Moshoeshoe I Intl","Maseru","Lesotho","MSU","FXMM",27.552503,-29.462256,5348,2,"U"
"Mejametalana","Maseru","Lesotho","","FXMU",27.503458,-29.304053,5105,2,"U"
"Ndjili Intl","Kinshasa","Congo","FIH","FZAA",15.444569,-4.38575,1027,1,"N"
"Ndolo","Kinshasa","Congo","NLO","FZAB",15.327342,-4.326689,915,1,"N"
"Muanda","Muanda","Congo","MNB","FZAG",12.351789,-5.930858,89,1,"N"
"Kitona Base","Kitona Base","Congo","","FZAI",12.447694,-5.918056,394,1,"N"
"Bandundu","Bandoundu","Congo","FDU","FZBO",17.381683,-3.311319,1053,1,"N"
"Kikwit","Kikwit","Congo","KKW","FZCA",18.785631,-5.035767,1572,1,"N"
"Mbandaka","Mbandaka","Congo","MDK","FZEA",18.288744,0.0226,1040,1,"N"
"Gbadolite","Gbadolite","Congo","BDT","FZFD",20.975283,4.253206,1509,1,"N"
"Gemena","Gemena","Congo","GMA","FZFK",19.771258,3.235369,1378,1,"N"
"Kotakoli","Kotakoli","Congo","","FZFP",21.650917,4.157639,1801,1,"N"
"Lisala","Lisala","Congo","LIQ","FZGA",21.496906,2.170658,1509,1,"N"
"Kisangani Simisini","Kisangani","Congo","FKI","FZIA",25.155014,0.5175,1289,2,"U"
"Matari","Isiro","Congo","IRP","FZJH",27.588253,2.827606,2438,2,"U"
"Bunia","Bunia","Congo","BUX","FZKA",30.220833,1.565719,4045,2,"U"
"Buta Zega","Buta Zega","Congo","","FZKJ",24.793706,2.818347,1378,2,"U"
"Bukavu Kavumu","Bukavu/kavumu","Congo","BKY","FZMA",28.808803,-2.308978,5643,2,"U"
"Goma","Goma","Congo","GOM","FZNA",29.238464,-1.670814,5089,2,"U"
"Kindu","Kindu","Congo","KND","FZOA",25.915361,-2.919178,1630,2,"U"
"Lubumbashi Intl","Lubumashi","Congo","FBM","FZQA",27.530889,-11.591333,4295,2,"U"
"Kolwezi","Kolwezi","Congo","KWZ","FZQM",25.505714,-10.765886,5007,2,"U"
"Kalemie","Kalemie","Congo","FMI","FZRF",29.25,-5.875556,2569,2,"U"
"Kamina Base","Kamina Base","Congo","KMN","FZSA",25.252897,-8.642025,3543,2,"U"
"Kananga","Kananga","Congo","KGA","FZUA",22.469166,-5.900055,2139,2,"U"
"Mbuji Mayi","Mbuji-mayi","Congo","MJM","FZWA",23.569008,-6.121236,2221,2,"U"
"Senou","Bamako","Mali","BKO","GABS",-7.949944,12.533544,1247,0,"N"
"Gao","Gao","Mali","GAQ","GAGO",-0.005456,16.248433,870,0,"N"
"Kayes Dag Dag","Kayes","Mali","KYS","GAKY",-11.404397,14.481233,164,0,"N"
"Ambodedjo","Mopti","Mali","MZI","GAMB",-4.079561,14.512803,906,0,"N"
"Tombouctou","Tombouctou","Mali","TOM","GATB",-3.007583,16.730458,863,0,"N"
"Tessalit","Tessalit","Mali","","GATS",0.977308,20.242983,1621,0,"N"
"Banjul Intl","Banjul","Gambia","BJL","GBYD",-16.652206,13.337961,95,0,"N"
"Fuerteventura","Fuerteventura","Spain","FUE","GCFV",-13.863761,28.452717,83,0,"E"
"Hierro","Hierro","Spain","VDE","GCHI",-17.887056,27.814847,103,0,"E"
"La Palma","Santa Cruz De La Palma","Spain","SPC","GCLA",-17.755611,28.626478,107,0,"E"
"Gran Canaria","Gran Canaria","Spain","LPA","GCLP",-15.386586,27.931886,78,0,"E"
"Lanzarote","Lanzerote","Spain","ACE","GCRR",-13.605225,28.945464,47,0,"E"
"Tenerife Sur","Tenerife","Spain","TFS","GCTS",-16.572489,28.044475,209,0,"E"
"Tenerife Norte","Tenerife","Spain","TFN","GCXO",-16.341536,28.482653,2073,0,"E"
"Melilla","Melilla","Spain","MLN","GEML",-2.956256,35.279817,156,0,"E"
"Freetown Lungi","Freetown","Sierra Leone","FNA","GFLL",-13.195489,8.616444,84,0,"N"
"Cufar","Cufar","Guinea-Bissau","","GGCF",-15.1805,11.287917,65,0,"N"
"Bissau Oswaldo Vieira Intl","Bissau","Guinea-Bissau","BXO","GGOV",-15.653681,11.89485,129,0,"N"
"Monrovia Spriggs Payne","Monrovia","Liberia","MLW","GLMR",-10.758722,6.289061,25,0,"N"
"Monrovia Roberts Intl","Monrovia","Liberia","ROB","GLRB",-10.362311,6.233789,31,0,"N"
"Inezgane","Agadir","Morocco","AGA","GMAA",-9.546311,30.381353,89,0,"N"
"Plage Blanche","Tan Tan","Morocco","TTA","GMAT",-11.161347,28.448194,653,0,"N"
"Saiss","Fez","Morocco","FEZ","GMFF",-4.977958,33.927261,1900,0,"N"
"Ifrane","Ifrane","Morocco","","GMFI",-5.152903,33.505319,5459,0,"N"
"Moulay Ali Cherif","Er-rachidia","Morocco","ERH","GMFK",-4.398333,31.9475,3428,0,"N"
"Bassatine","Meknes","Morocco","MEK","GMFM",-5.515125,33.879067,1890,0,"N"
"Angads","Oujda","Morocco","OUD","GMFO",-1.923986,34.78715,1535,1,"N"
"Ben Slimane","Ben Slimane","Morocco","","GMMB",-7.22145,33.655422,627,0,"N"
"Sale","Rabat","Morocco","RBA","GMME",-6.751519,34.051467,276,0,"N"
"Mogador Intl","Essadouira","Morocco","","GMMI",-9.681667,31.3975,384,0,"N"
"Mohammed V Intl","Casablanca","Morocco","CMN","GMMN",-7.589967,33.367467,656,0,"N"
"Menara","Marrakech","Morocco","RAK","GMMX",-8.0363,31.606886,1545,0,"N"
"Kenitra","Kentira","Morocco","NNA","GMMY",-6.595878,34.298864,16,0,"N"
"Ouarzazate","Ouarzazate","Morocco","OZZ","GMMZ",-6.909431,30.939053,3782,0,"N"
"Cherif El Idrissi","Al Hociema","Morocco","AHU","GMTA",-3.839525,35.177103,95,0,"N"
"Saniat Rmel","Tetouan","Morocco","TTU","GMTN",-5.320019,35.594333,10,0,"N"
"Ibn Batouta","Tanger","Morocco","TNG","GMTT",-5.916889,35.726917,62,0,"N"
"Ziguinchor","Ziguinchor","Senegal","ZIG","GOGG",-16.281783,12.555617,75,0,"N"
"Cap Skiring","Cap Skiring","Senegal","CSK","GOGS",-16.746125,12.4102,52,0,"N"
"Kaolack","Kaolack","Senegal","KLC","GOOK",-16.051297,14.146881,26,0,"N"
"Leopold Sedar Senghor Intl","Dakar","Senegal","DKR","GOOY",-17.490225,14.739708,85,0,"N"
"Saint Louis","St. Louis","Senegal","XLS","GOSS",-16.463172,16.050761,9,0,"N"
"Bakel","Bakel","Senegal","BXE","GOTB",-12.468264,14.847256,98,0,"N"
"Kedougou","Kedougou","Senegal","KGG","GOTK",-12.220333,12.572292,584,0,"N"
"Tambacounda","Tambacounda","Senegal","TUD","GOTT",-13.653122,13.736817,161,0,"N"
"Aioun El Atrouss","Aioun El Atrouss","Mauritania","IEO","GQNA",-9.637883,16.711294,951,0,"N"
"Tidjikja","Tidjikja","Mauritania","TIY","GQND",-11.423547,18.570103,1316,0,"N"
"Kiffa","Kiffa","Mauritania","KFA","GQNF",-11.406208,16.589983,423,0,"N"
"Nema","Nema","Mauritania","EMN","GQNI",-7.316567,16.622,758,0,"N"
"Kaedi","Kaedi","Mauritania","KED","GQNK",-13.507617,16.159547,75,0,"N"
"Nouakchott","Nouakschott","Mauritania","NKC","GQNN",-15.947956,18.097856,7,0,"N"
"Selibady","Selibabi","Mauritania","SEY","GQNS",-12.207272,15.179692,262,0,"N"
"Atar","Atar","Mauritania","ATR","GQPA",-13.043194,20.506828,758,0,"N"
"Nouadhibou","Nouadhibou","Mauritania","NDB","GQPP",-17.029956,20.933067,16,0,"N"
"Bir Moghrein","Bir Moghrein","Mauritania","","GQPT",-11.588697,25.236697,1194,0,"N"
"Fria","Fira","Guinea","FIG","GUFA",-13.569167,10.350556,499,0,"N"
"Faranah","Faranah","Guinea","FAA","GUFH",-10.769825,10.035467,1476,0,"N"
"Labe","Labe","Guinea","LEK","GULB",-12.28685,11.326058,3396,0,"N"
